desertion_no,notice_no,process_state,happen_dt,happen_place,up_kind_nm,kind_nm,kind_full_nm,color_cd,age,weight,sex_cd,neuter_yn,special_mark,care_nm,care_tel,care_addr,org_nm,care_reg_no,notice_sdt,notice_edt,upd_tm,photo_urls,photo_local_paths
441393202601141,경기-안산-2026-00658,보호중,20260910,고잔119안전센터에서 인수,개,퍼그,[개] 퍼그,기타(흑),2024(년생),6(Kg),F,U,"피부병심함,탈수심함,부정교합",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,341393200900001,20260910,20260921,2026-09-10 17:30:04.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101709925.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101709945[2].jpg,images/441393202601141_0.jpg|images/441393202601141_1.jpg
441378202601184,경기-성남-2026-00473,보호중,20260910,태평동5184-1,개,믹스견,[개] 믹스견,흰색,2017(년생),11.38(Kg),F,U,"유선종양, 치석 심함.",펫앤쉘터동물병원,031-714-8392,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",경기도 성남시,341378201300002,20260910,20260921,2026-09-10 18:11:09.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101809275.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101809308.jpg,images/441378202601184_0.jpg|images/441378202601184_1.jpg
441374202601138,경기-수원-2026-00457,보호중,20260910,팔달구 경수대로446번길 48(인계동),개,페키니즈,[개] 페키니즈,기타(검은색),2019(년생),1.80(Kg),F,U,내장형 무선식별장치 있음,수원시 동물보호센터,031-5191-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",경기도 수원시,341374202000001,20260910,20260921,2026-09-10 16:38:53.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101609487.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101609516[1].jpg,images/441374202601138_0.jpg|images/441374202601138_1.jpg
428357202601421,인천-강화-2026-00470,보호중,20260910,안골길 27-25 부근,개,믹스견,[개] 믹스견,흰색,2026(60일미만)(년생),3.84(Kg),M,N,"생후 60일 추정, 8일 구조견 자견",베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) ",인천광역시 강화군,328357200900001,20260910,20260921,2026-09-10 19:16:23.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101909691.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101909766.jpg,images/428357202601421_0.jpg|images/428357202601421_1.jpg
428356202601140,인천-서해-2026-00117,보호중,20260910,청라동 192-2,개,믹스견,[개] 믹스견,검정&흰색,2021(년생),4.5(Kg),M,N,"엄청 소심함,맑은 눈망울,귀엽고 잘생김,조심스럽게 다가가야함,친해지길바래",가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동) ,인천광역시 서해구,328356201000001,20260910,20260921,2026-09-10 12:07:39.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101009632.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101009899.jpg,images/428356202601140_0.jpg|images/428356202601140_1.jpg
427348202600882,대구-달성-2026-00380,보호중,20260910,하빈면 동곡리 10-1,개,믹스견,[개] 믹스견,갈색&검정,2026(60일미만)(년생),0.5(Kg),F,N,생후 1주일령 추정,119동물병원,070-8028-1195,대구광역시 달성군 다사읍 달구벌대로 893 (다사읍) ,대구광역시 달성군,327348201700002,20260910,20260921,2026-09-10 18:09:43.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101409803.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101409844.jpg,images/427348202600882_0.jpg|images/427348202600882_1.jpg
427348202600881,대구-달성-2026-00379,보호중,20260910,하빈면 동곡리 10-1,개,믹스견,[개] 믹스견,갈색&검정,2026(60일미만)(년생),0.5(Kg),F,N,생후 1주일령 추정,119동물병원,070-8028-1195,대구광역시 달성군 다사읍 달구벌대로 893 (다사읍) ,대구광역시 달성군,327348201700002,20260910,20260921,2026-09-10 18:09:34.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101409138.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101409176.jpg,images/427348202600881_0.jpg|images/427348202600881_1.jpg
427348202600880,대구-달성-2026-00378,보호중,20260910,하빈면 동곡리 10-1,개,믹스견,[개] 믹스견,검정색,2026(60일미만)(년생),0.5(Kg),F,N,생후 1주일령 추정,119동물병원,070-8028-1195,대구광역시 달성군 다사읍 달구벌대로 893 (다사읍) ,대구광역시 달성군,327348201700002,20260910,20260921,2026-09-10 18:09:26.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101409941.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101409979.jpg,images/427348202600880_0.jpg|images/427348202600880_1.jpg
427348202600879,대구-달성-2026-00377,보호중,20260910,하빈면 동곡리 10-1,개,믹스견,[개] 믹스견,검정색,2026(60일미만)(년생),0.5(Kg),M,N,생후 1주일령 추정,119동물병원,070-8028-1195,대구광역시 달성군 다사읍 달구벌대로 893 (다사읍) ,대구광역시 달성군,327348201700002,20260910,20260921,2026-09-10 18:09:16.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101409285.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101409327.jpg,images/427348202600879_0.jpg|images/427348202600879_1.jpg
427343202600867,대구-서구-2026-00510,보호중,20260910,서대구로3길 74-4,개,믹스견,[개] 믹스견,흰색,2021(년생),10.5(Kg),M,N,집에서 미용한흔적,대구시수의사회(삼성),053-556-8575,대구광역시 서구 서대구로 24 (내당동) ,대구광역시 서구,327343201500001,20260910,20260921,2026-09-10 11:18:41.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101109613.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101109672.jpg,images/427343202600867_0.jpg|images/427343202600867_1.jpg
426336202600561,부산-강서-2026-00386,보호중,20260910,명동지구산업단지 공사장,개,믹스견,[개] 믹스견,흰색,2024(년생),13(Kg),F,U,"들개서식지에서구조,경계심과공격성이있음,진드기도포,강서1-228",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시 강서구,326336202500001,20260910,20260921,2026-09-10 08:49:20.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100809466.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100809539.jpg,images/426336202600561_0.jpg|images/426336202600561_1.jpg
426336202600560,부산-강서-2026-00385,보호중,20260910,명동지구산업단지 공사장,개,믹스견,[개] 믹스견,크림색,2026(60일미만)(년생),13(Kg),F,U,"들개서식지에서구조,경계심과공격성이있음,진드기도포,강서1-228",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시 강서구,326336202500001,20260910,20260921,2026-09-10 08:49:19.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100809736.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100809820.jpg,images/426336202600560_0.jpg|images/426336202600560_1.jpg
426336202600559,부산-강서-2026-00384,보호중,20260910,명동지구산업단지 공사장,개,믹스견,[개] 믹스견,노란색,2024(년생),13(Kg),M,U,"들개서식지에서구조,경계심과공격성이있음,진드기도포,강서1-227",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시 강서구,326336202500001,20260910,20260921,2026-09-10 08:49:19.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100809771.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100809843.jpg,images/426336202600559_0.jpg|images/426336202600559_1.jpg
426336202600558,부산-강서-2026-00383,보호중,20260910,명동지구산업단지 공사장,개,믹스견,[개] 믹스견,흰색,2024(년생),11(Kg),M,U,"들개서식지에서구조,경계심과공격성이있음,진드기도포,강서1-226",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시 강서구,326336202500001,20260910,20260921,2026-09-10 08:49:19.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100809329.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100809415.jpg,images/426336202600558_0.jpg|images/426336202600558_1.jpg
413590202600248,광주-진도-2026-00016,보호중,20260910,진도읍 동외1길6-9,개,믹스견,[개] 믹스견,황갈색,2023(년생),17(Kg),F,U,"목줄이없고, 엄청 사나움 (들개)",진도군임시보호소,061-540-6326,전라남도 진도군 진도읍 성죽골길 30  ,전남광주통합특별시 진도군,346500202400002,20260910,20260921,2026-09-10 10:57:14.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101009253.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101009276.jpg,images/413590202600248_0.jpg|images/413590202600248_1.jpg
413588202600326,광주-함평-2026-00086,보호중,20260910,함평군 119 동물구조대,개,믹스견,[개] 믹스견,흰색,2024(년생),12...00(Kg),F,U,경계심,학교임시동물보호센터,010-5649-3435,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,전남광주통합특별시 함평군,346496201800001,20260910,20260928,2026-09-10 07:02:14.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100709808.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100709556.jpg,images/413588202600326_0.jpg|images/413588202600326_1.jpg
413585202600161,광주-보성-2026-00058,보호중,20260910,조성면 감동길 51,개,믹스견,[개] 믹스견,흰색&황갈색,2023(년생),6.1(Kg),F,N,온순함,보성유기동물보호센터,061-853-5405,전라남도 보성군 노동면 노동천동길 221  ,전남광주통합특별시 보성군,346489202000001,20260910,20260921,2026-09-10 16:51:40.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101609711.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/20260910160933.jpg,images/413585202600161_0.jpg|images/413585202600161_1.jpg
413585202600160,광주-보성-2026-00057,보호중,20260910,회천면 객산길 30,개,믹스견,[개] 믹스견,흰색&황갈색,2023(년생),6.3(Kg),F,N,온순함 ,보성유기동물보호센터,061-853-5405,전라남도 보성군 노동면 노동천동길 221  ,전남광주통합특별시 보성군,346489202000001,20260910,20260921,2026-09-10 16:51:33.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101609430.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101609782.jpg,images/413585202600160_0.jpg|images/413585202600160_1.jpg
413583202600555,광주-담양-2026-00063,보호중,20260910,대전면 행정길26-20,개,믹스견,[개] 믹스견,검정&흰색,2026(60일미만)(년생),1.5(Kg),F,N,"알칼짐,목덜미 흰색반점,종합+코로나 백신접종,진드기+심장사상충예방약 복용",담양군 동물보호센터,061-380-2734,전라남도 담양군 무정면 무정로 756  동물보호센터,전남광주통합특별시 담양군,346485202600001,20260910,20260928,2026-09-10 16:43:12.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101609937.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101609952.jpg,images/413583202600555_0.jpg|images/413583202600555_1.jpg
413583202600554,광주-담양-2026-00062,보호중,20260910,대전면 행정길26-20,개,믹스견,[개] 믹스견,검정&흰색,2026(60일미만)(년생),1.5(Kg),M,N,"알칼짐,종합+코로나 백신접종,진드기+심장사상충예방약 복용",담양군 동물보호센터,061-380-2734,전라남도 담양군 무정면 무정로 756  동물보호센터,전남광주통합특별시 담양군,346485202600001,20260910,20260928,2026-09-10 16:50:21.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101609434.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101609446[1].jpg,images/413583202600554_0.jpg|images/413583202600554_1.jpg
413583202600553,광주-담양-2026-00061,보호중,20260910,대전면 행정길26-20,개,믹스견,[개] 믹스견,검정&흰색,2026(60일미만)(년생),1.5(Kg),M,N,"알칼짐,종합+코로나 백신접종,진드기+심장사상충예방약 복용",담양군 동물보호센터,061-380-2734,전라남도 담양군 무정면 무정로 756  동물보호센터,전남광주통합특별시 담양군,346485202600001,20260910,20260928,2026-09-10 16:49:59.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101609696.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101609706.jpg,images/413583202600553_0.jpg|images/413583202600553_1.jpg
413580202600641,광주-광양-2026-00088,보호중,20260910,다압면 느랭이골 주변,개,믹스견,[개] 믹스견,갈색,2024(년생),6(Kg),M,N,믹스 갈색 수컷 2살추정,광양시 임시보호소,061-797-3386,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,전남광주통합특별시 광양시,346484201900001,20260910,20260921,2026-09-10 19:27:15.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101909750.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101909763.jpg,images/413580202600641_0.jpg|images/413580202600641_1.jpg
413580202600640,광주-광양-2026-00087,보호중,20260910,다압면 느랭이골 주변,개,믹스견,[개] 믹스견,검정색,2026(년생),6(Kg),F,N,믹스 검정 암컷 10개월추정,광양시 임시보호소,061-797-3386,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,전남광주통합특별시 광양시,346484201900001,20260910,20260921,2026-09-10 19:27:15.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101909400.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101909416.jpg,images/413580202600640_0.jpg|images/413580202600640_1.jpg
413579202601414,광주-나주-2026-00357,보호중,20260910,나주시공산면동촌리120묘지,개,믹스견,[개] 믹스견,갈색&흰색,2026(60일미만)(년생),1.4(Kg),M,N,묘지옆컨테이너아래7마리분만하여기름 구조 생후50일정도로보임,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,전남광주통합특별시 나주시,346483202100001,20260910,20260921,2026-09-10 15:50:59.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/20260910150953.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101509573[1].jpg,images/413579202601414_0.jpg|images/413579202601414_1.jpg
413579202601413,광주-나주-2026-00356,보호중,20260910,나주시다시면가운가동길25-30,개,믹스견,[개] 믹스견,흰색,2020(년생),15(Kg),F,N,성견들이돌아다니면서 염소위협함 포획틀에구조,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,전남광주통합특별시 나주시,346483202100001,20260910,20260921,2026-09-10 15:50:59.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101509303.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101509331.jpg,images/413579202601413_0.jpg|images/413579202601413_1.jpg
413578202601727,광주-목포-2026-00106,보호중,20260910,솔튼병원솔부근(16:00),개,푸들,[개] 푸들,갈색,2016(년생),3.3(Kg),F,N,"백내장의심되는 노령견,목줄없이 배회",목포시유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 36  ,전남광주통합특별시 목포시,346480201000001,20260910,20260921,2026-09-10 20:23:38.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609102009380.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609102009451.jpg,images/413578202601727_0.jpg|images/413578202601727_1.jpg
411310202600535,서울-노원-2026-00135,보호중,20260910,노원구 상계동,개,믹스견,[개] 믹스견,흰색,2024(년생),5.84(Kg),M,Y,"순함, 사람좋아함, 미용함",노원반려동물문화센터,02-933-8500,"서울특별시 노원구 수락산로 258 (상계동, 호성빌딩) 1층",서울특별시 노원구,311310202000004,20260910,20260918,2026-09-10 19:28:36.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101909545.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609101909947[1].jpg,images/411310202600535_0.jpg|images/411310202600535_1.jpg
428356202601147,인천-서해-2026-00124,보호중,20260909,경중로 20 (청라로데오시티 포레안 오피스텔),개,말티즈,[개] 말티즈,흰색,2025(년생),4(Kg),F,U,"오피스텔유기,전신털엉킴(미용예정),순둥순둥,애교한가득,사랑스러움",쉼터동물병원,032-721-8559,인천광역시 서구 가현산로23번길 36 (마전동) 4번지,인천광역시 서해구,328356202690004,20260911,20260921,2026-09-13 14:22:13.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/20260910210979.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609102109714.jpg,images/428356202601147_0.jpg|images/428356202601147_1.jpg
413589202600258,광주-장성-2026-00045,보호중,20260909,북이면 모현1길,개,믹스견,[개] 믹스견,크림색,2026(년생),3.5(Kg),M,N,"유아견(4개월추정),활발하고 호기심이 많음",장성군동물보호센터,061-390-8422,전라남도 장성군 삼계면 능성로 382-31  0,전남광주통합특별시 장성군,346498202000001,20260911,20260921,2026-09-11 10:44:33.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111009977.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111009996.jpg,images/413589202600258_0.jpg|images/413589202600258_1.jpg
413589202600257,광주-장성-2026-00044,보호중,20260909,북이면 모현1길,개,믹스견,[개] 믹스견,크림색,2026(년생),3.5(Kg),F,N,"유아견(4개월추정),소심하고 겁이많음, 매력적인 작은눈",장성군동물보호센터,061-390-8422,전라남도 장성군 삼계면 능성로 382-31  0,전남광주통합특별시 장성군,346498202000001,20260911,20260921,2026-09-11 10:44:33.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111009419.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111009444.jpg,images/413589202600257_0.jpg|images/413589202600257_1.jpg
413589202600256,광주-장성-2026-00043,보호중,20260909,북이면 모현1길,개,믹스견,[개] 믹스견,크림색,2026(년생),3.5(Kg),F,N,"유아견(4개월추청), 겁이 많지만 호기심 대마왕",장성군동물보호센터,061-390-8422,전라남도 장성군 삼계면 능성로 382-31  0,전남광주통합특별시 장성군,346498202000001,20260911,20260921,2026-09-11 10:44:33.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111009319.png|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111009356.jpg,images/413589202600256_0.png|images/413589202600256_1.jpg
413589202600255,광주-장성-2026-00042,보호중,20260909,북이면 모현1길,개,믹스견,[개] 믹스견,흰색,2024(년생),11(Kg),F,N,"사람을 조금 경계하는편이지만, 활발한 성격",장성군동물보호센터,061-390-8422,전라남도 장성군 삼계면 능성로 382-31  0,전남광주통합특별시 장성군,346498202000001,20260911,20260921,2026-09-11 10:44:33.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111009972.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111009997.jpg,images/413589202600255_0.jpg|images/413589202600255_1.jpg
413589202600254,광주-장성-2026-00041,보호중,20260909,북이면 모현1길,개,믹스견,[개] 믹스견,크림색,2022(년생),13(Kg),F,N,"조용하고 소심한 성격, 기운이 조금 없어보이나 식욕 양호",장성군동물보호센터,061-390-8422,전라남도 장성군 삼계면 능성로 382-31  0,전남광주통합특별시 장성군,346498202000001,20260911,20260921,2026-09-11 10:44:33.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111009533.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111009553.jpg,images/413589202600254_0.jpg|images/413589202600254_1.jpg
450650202602171,제주-제주-2026-02095,보호중,20260909,서귀포시 색달동 색달중앙로162 야크마을입구 굴다리,개,믹스견,[개] 믹스견,흰색,2024(년생),17.1(Kg),M,N,개체관리번호 1686 ,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,350650201200001,20260910,20260921,2026-09-10 09:24:27.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100909882.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100909901.jpg,images/450650202602171_0.jpg|images/450650202602171_1.jpg
450650202602170,제주-제주-2026-02094,보호중,20260909,서귀포시 성산읍 섭지코지로26번길27,개,믹스견,[개] 믹스견,흰색,2020(년생),13.3(Kg),F,U,개체관리번호 1685,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,350650201200001,20260910,20260921,2026-09-10 09:24:26.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100909159.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100909173.jpg,images/450650202602170_0.jpg|images/450650202602170_1.jpg
450650202602169,제주-제주-2026-02093,보호중,20260909,서귀포시 남원읍 위미리1562,개,믹스견,[개] 믹스견,갈색,2026(년생),3.1(Kg),F,N,개체관리번호 1684 - 3개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,350650201200001,20260910,20260921,2026-09-10 09:24:26.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100909199.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100909211.jpg,images/450650202602169_0.jpg|images/450650202602169_1.jpg
450650202602168,제주-제주-2026-02092,보호중,20260909,제주시 한림읍 귀덕6길209,개,믹스견,[개] 믹스견,흰색,2026(60일미만)(년생),1(Kg),F,N,개체관리번호 1683 - 3주차,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,350650201200001,20260910,20260921,2026-09-10 09:24:26.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/20260910090936.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/20260910090950.jpg,images/450650202602168_0.jpg|images/450650202602168_1.jpg
450650202602167,제주-제주-2026-02091,보호중,20260909,제주시 한림읍 귀덕6길209,개,믹스견,[개] 믹스견,흰색,2026(60일미만)(년생),1.3(Kg),F,N,개체관리번호 1682 - 3주차,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,350650201200001,20260910,20260921,2026-09-10 09:24:26.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100909218.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100909231[1].jpg,images/450650202602167_0.jpg|images/450650202602167_1.jpg
450650202602166,제주-제주-2026-02090,보호중,20260909,제주시 한림읍 귀덕6길209,개,믹스견,[개] 믹스견,흰색,2026(60일미만)(년생),1.2(Kg),F,N,개체관리번호 1681 - 3주차,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,350650201200001,20260910,20260921,2026-09-10 09:24:25.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100909953.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100909967.jpg,images/450650202602166_0.jpg|images/450650202602166_1.jpg
450650202602165,제주-제주-2026-02089,보호중,20260909,제주시 한림읍 귀덕6길209,개,믹스견,[개] 믹스견,흰색,2026(60일미만)(년생),1.1(Kg),F,N,개체관리번호 1680 - 3주차,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,350650201200001,20260910,20260921,2026-09-10 09:24:25.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100909326.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100909343.jpg,images/450650202602165_0.jpg|images/450650202602165_1.jpg
450650202602164,제주-제주-2026-02088,보호중,20260909,제주시 한림읍 귀덕6길209,개,믹스견,[개] 믹스견,흰색,2026(60일미만)(년생),1.3(Kg),F,N,개체관리번호 1679 - 3주차,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,350650201200001,20260910,20260921,2026-09-10 09:24:25.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100909305.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100909319.jpg,images/450650202602164_0.jpg|images/450650202602164_1.jpg
450650202602163,제주-제주-2026-02087,보호중,20260909,제주시 애월읍 고성남1길27,개,믹스견,[개] 믹스견,기타(블랙탄),2023(년생),17.5(Kg),F,U,개체관리번호 1678,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,350650201200001,20260910,20260921,2026-09-10 09:24:25.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609100909983.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/20260910090913.jpg,images/450650202602163_0.jpg|images/450650202602163_1.jpg
