split,filename,relpath,dog_id,camera,sequence,frame,width,height,aspect_ratio,filesize_bytes
train,144_c1s5_8.jpg,train/144_c1s5_8.jpg,144,1,5,8,32,46,0.6957,1238
train,144_c1s6_1.jpg,train/144_c1s6_1.jpg,144,1,6,1,84,107,0.785,7009
train,144_c2s1_3.jpg,train/144_c2s1_3.jpg,144,2,1,3,119,180,0.6611,10556
train,144_c3s1_4.jpg,train/144_c3s1_4.jpg,144,3,1,4,100,229,0.4367,11248
train,144_c6s1_0.jpg,train/144_c6s1_0.jpg,144,6,1,0,80,78,1.0256,4819
train,145_c1s3_2.jpg,train/145_c1s3_2.jpg,145,1,3,2,189,210,0.9,20851
train,145_c1s5_8.jpg,train/145_c1s5_8.jpg,145,1,5,8,99,164,0.6037,11882
train,145_c1s6_5.jpg,train/145_c1s6_5.jpg,145,1,6,5,75,132,0.5682,3332
train,145_c2s3_0.jpg,train/145_c2s3_0.jpg,145,2,3,0,89,166,0.5361,9849
train,145_c2s4_0.jpg,train/145_c2s4_0.jpg,145,2,4,0,93,128,0.7266,8837
train,145_c2s5_7.jpg,train/145_c2s5_7.jpg,145,2,5,7,62,133,0.4662,2856
train,145_c2s6_2.jpg,train/145_c2s6_2.jpg,145,2,6,2,121,159,0.761,12942
train,145_c3s2_2.jpg,train/145_c3s2_2.jpg,145,3,2,2,166,137,1.2117,5191
train,145_c3s2_4.jpg,train/145_c3s2_4.jpg,145,3,2,4,85,158,0.538,9189
train,145_c3s3_1.jpg,train/145_c3s3_1.jpg,145,3,3,1,189,179,1.0559,8653
train,145_c3s5_8.jpg,train/145_c3s5_8.jpg,145,3,5,8,81,136,0.5956,3480
train,145_c4s1_0.jpg,train/145_c4s1_0.jpg,145,4,1,0,99,90,1.1,3091
train,145_c4s1_7.jpg,train/145_c4s1_7.jpg,145,4,1,7,144,220,0.6545,15891
train,145_c4s4_6.jpg,train/145_c4s4_6.jpg,145,4,4,6,71,135,0.5259,3119
train,145_c4s4_7.jpg,train/145_c4s4_7.jpg,145,4,4,7,107,132,0.8106,9984
train,145_c4s5_6.jpg,train/145_c4s5_6.jpg,145,4,5,6,191,115,1.6609,14519
train,145_c4s6_4.jpg,train/145_c4s6_4.jpg,145,4,6,4,172,131,1.313,15493
train,145_c4s6_5.jpg,train/145_c4s6_5.jpg,145,4,6,5,255,172,1.4826,26726
train,145_c5s1_3.jpg,train/145_c5s1_3.jpg,145,5,1,3,53,101,0.5248,2184
train,145_c5s1_4.jpg,train/145_c5s1_4.jpg,145,5,1,4,139,90,1.5444,3914
train,145_c5s2_3.jpg,train/145_c5s2_3.jpg,145,5,2,3,210,194,1.0825,21802
train,145_c5s5_1.jpg,train/145_c5s5_1.jpg,145,5,5,1,208,197,1.0558,20438
train,145_c5s6_6.jpg,train/145_c5s6_6.jpg,145,5,6,6,181,235,0.7702,9946
train,145_c6s6_9.jpg,train/145_c6s6_9.jpg,145,6,6,9,262,217,1.2074,27941
train,148_c1s3_14.jpg,train/148_c1s3_14.jpg,148,1,3,14,216,347,0.6225,6159
train,148_c1s4_1.jpg,train/148_c1s4_1.jpg,148,1,4,1,377,261,1.4444,7898
train,148_c2s1_3.jpg,train/148_c2s1_3.jpg,148,2,1,3,235,232,1.0129,4061
train,148_c2s4_13.jpg,train/148_c2s4_13.jpg,148,2,4,13,216,347,0.6225,6233
train,148_c2s5_15.jpg,train/148_c2s5_15.jpg,148,2,5,15,216,347,0.6225,6221
train,148_c2s6_11.jpg,train/148_c2s6_11.jpg,148,2,6,11,213,346,0.6156,6319
train,148_c3s3_12.jpg,train/148_c3s3_12.jpg,148,3,3,12,213,345,0.6174,6170
train,148_c3s3_9.jpg,train/148_c3s3_9.jpg,148,3,3,9,227,349,0.6504,6587
train,148_c3s4_10.jpg,train/148_c3s4_10.jpg,148,3,4,10,230,341,0.6745,6393
train,148_c4s4_2.jpg,train/148_c4s4_2.jpg,148,4,4,2,236,276,0.8551,5266
train,148_c4s5_6.jpg,train/148_c4s5_6.jpg,148,4,5,6,212,348,0.6092,5966
train,148_c5s3_7.jpg,train/148_c5s3_7.jpg,148,5,3,7,228,337,0.6766,6344
train,148_c5s5_5.jpg,train/148_c5s5_5.jpg,148,5,5,5,255,230,1.1087,4680
train,148_c5s5_8.jpg,train/148_c5s5_8.jpg,148,5,5,8,239,336,0.7113,6357
train,149_c1s2_14.jpg,train/149_c1s2_14.jpg,149,1,2,14,270,335,0.806,12495
train,149_c1s4_11.jpg,train/149_c1s4_11.jpg,149,1,4,11,302,309,0.9773,11132
train,149_c2s3_0.jpg,train/149_c2s3_0.jpg,149,2,3,0,543,501,1.0838,19867
train,149_c3s1_12.jpg,train/149_c3s1_12.jpg,149,3,1,12,254,335,0.7582,10936
train,149_c3s2_4.jpg,train/149_c3s2_4.jpg,149,3,2,4,287,255,1.1255,7747
train,149_c3s3_6.jpg,train/149_c3s3_6.jpg,149,3,3,6,280,301,0.9302,8601
train,149_c4s4_1.jpg,train/149_c4s4_1.jpg,149,4,4,1,457,465,0.9828,16893
train,149_c5s1_7.jpg,train/149_c5s1_7.jpg,149,5,1,7,311,349,0.8911,10087
train,149_c5s2_3.jpg,train/149_c5s2_3.jpg,149,5,2,3,404,405,0.9975,14095
train,149_c5s3_9.jpg,train/149_c5s3_9.jpg,149,5,3,9,283,340,0.8324,12468
train,149_c6s3_5.jpg,train/149_c6s3_5.jpg,149,6,3,5,286,255,1.1216,8865
train,149_c6s4_2.jpg,train/149_c6s4_2.jpg,149,6,4,2,451,408,1.1054,14587
train,149_c6s5_13.jpg,train/149_c6s5_13.jpg,149,6,5,13,275,329,0.8359,13093
train,14_c1s4_3.jpg,train/14_c1s4_3.jpg,14,1,4,3,89,82,1.0854,2146
train,14_c1s4_5.jpg,train/14_c1s4_5.jpg,14,1,4,5,327,362,0.9033,23458
train,14_c2s2_4.jpg,train/14_c2s2_4.jpg,14,2,2,4,325,258,1.2597,22156
train,14_c2s2_5.jpg,train/14_c2s2_5.jpg,14,2,2,5,85,99,0.8586,2951
train,14_c2s6_1.jpg,train/14_c2s6_1.jpg,14,2,6,1,116,265,0.4377,7407
train,14_c2s6_3.jpg,train/14_c2s6_3.jpg,14,2,6,3,325,338,0.9615,49606
train,14_c2s6_6.jpg,train/14_c2s6_6.jpg,14,2,6,6,435,364,1.1951,61617
train,14_c4s4_5.jpg,train/14_c4s4_5.jpg,14,4,4,5,170,334,0.509,28796
train,14_c4s5_3.jpg,train/14_c4s5_3.jpg,14,4,5,3,192,255,0.7529,13640
train,14_c4s5_6.jpg,train/14_c4s5_6.jpg,14,4,5,6,327,337,0.9703,57168
train,14_c5s2_4.jpg,train/14_c5s2_4.jpg,14,5,2,4,270,285,0.9474,33547
train,14_c5s5_2.jpg,train/14_c5s5_2.jpg,14,5,5,2,478,359,1.3315,73139
train,14_c6s2_7.jpg,train/14_c6s2_7.jpg,14,6,2,7,386,337,1.1454,77216
train,14_c6s6_0.jpg,train/14_c6s6_0.jpg,14,6,6,0,132,208,0.6346,16193
train,14_c6s6_4.jpg,train/14_c6s6_4.jpg,14,6,6,4,94,89,1.0562,2956
train,150_c1s2_10.jpg,train/150_c1s2_10.jpg,150,1,2,10,469,368,1.2745,23670
train,150_c1s4_4.jpg,train/150_c1s4_4.jpg,150,1,4,4,258,331,0.7795,14163
train,150_c2s3_2.jpg,train/150_c2s3_2.jpg,150,2,3,2,390,405,0.963,21071
train,150_c2s4_0.jpg,train/150_c2s4_0.jpg,150,2,4,0,231,280,0.825,8543
train,150_c3s1_14.jpg,train/150_c3s1_14.jpg,150,3,1,14,519,434,1.1959,27488
train,150_c3s2_3.jpg,train/150_c3s2_3.jpg,150,3,2,3,346,360,0.9611,21022
train,150_c4s2_13.jpg,train/150_c4s2_13.jpg,150,4,2,13,611,445,1.373,36728
train,150_c4s2_7.jpg,train/150_c4s2_7.jpg,150,4,2,7,358,303,1.1815,14494
train,150_c5s2_1.jpg,train/150_c5s2_1.jpg,150,5,2,1,282,308,0.9156,10403
train,150_c5s2_12.jpg,train/150_c5s2_12.jpg,150,5,2,12,455,405,1.1235,22537
train,150_c5s5_9.jpg,train/150_c5s5_9.jpg,150,5,5,9,363,319,1.1379,14011
train,150_c6s1_11.jpg,train/150_c6s1_11.jpg,150,6,1,11,544,441,1.2336,30175
train,150_c6s6_5.jpg,train/150_c6s6_5.jpg,150,6,6,5,279,331,0.8429,14531
train,151_c1s3_6.jpg,train/151_c1s3_6.jpg,151,1,3,6,267,201,1.3284,9602
train,151_c1s6_1.jpg,train/151_c1s6_1.jpg,151,1,6,1,302,224,1.3482,8765
train,151_c3s5_4.jpg,train/151_c3s5_4.jpg,151,3,5,4,331,182,1.8187,9110
train,151_c3s6_5.jpg,train/151_c3s6_5.jpg,151,3,6,5,267,214,1.2477,8511
train,151_c4s1_11.jpg,train/151_c4s1_11.jpg,151,4,1,11,108,197,0.5482,4015
train,151_c4s3_8.jpg,train/151_c4s3_8.jpg,151,4,3,8,278,226,1.2301,10661
train,151_c4s4_3.jpg,train/151_c4s4_3.jpg,151,4,4,3,330,191,1.7277,9940
train,151_c4s5_0.jpg,train/151_c4s5_0.jpg,151,4,5,0,282,217,1.2995,9786
train,151_c5s2_13.jpg,train/151_c5s2_13.jpg,151,5,2,13,178,139,1.2806,4773
train,151_c5s3_2.jpg,train/151_c5s3_2.jpg,151,5,3,2,341,212,1.6085,9909
train,151_c5s5_10.jpg,train/151_c5s5_10.jpg,151,5,5,10,101,186,0.543,4136
train,151_c6s2_9.jpg,train/151_c6s2_9.jpg,151,6,2,9,162,146,1.1096,5043
train,153_c1s1_4.jpg,train/153_c1s1_4.jpg,153,1,1,4,199,137,1.4526,3367
train,153_c1s5_9.jpg,train/153_c1s5_9.jpg,153,1,5,9,168,167,1.006,3529
train,153_c2s1_12.jpg,train/153_c2s1_12.jpg,153,2,1,12,194,148,1.3108,3564
train,153_c2s4_10.jpg,train/153_c2s4_10.jpg,153,2,4,10,250,178,1.4045,4339
train,153_c3s4_0.jpg,train/153_c3s4_0.jpg,153,3,4,0,188,152,1.2368,3276
train,153_c3s4_8.jpg,train/153_c3s4_8.jpg,153,3,4,8,171,165,1.0364,3583
train,153_c3s6_13.jpg,train/153_c3s6_13.jpg,153,3,6,13,165,156,1.0577,3427
train,153_c4s3_3.jpg,train/153_c4s3_3.jpg,153,4,3,3,187,143,1.3077,3319
train,153_c4s5_11.jpg,train/153_c4s5_11.jpg,153,4,5,11,187,148,1.2635,3262
train,153_c5s4_2.jpg,train/153_c5s4_2.jpg,153,5,4,2,190,151,1.2583,3368
train,153_c5s5_6.jpg,train/153_c5s5_6.jpg,153,5,5,6,152,155,0.9806,3065
train,153_c6s6_5.jpg,train/153_c6s6_5.jpg,153,6,6,5,187,140,1.3357,3280
train,154_c1s3_0.jpg,train/154_c1s3_0.jpg,154,1,3,0,131,124,1.0565,4488
train,154_c1s4_7.jpg,train/154_c1s4_7.jpg,154,1,4,7,126,118,1.0678,4499
train,154_c1s6_3.jpg,train/154_c1s6_3.jpg,154,1,6,3,125,113,1.1062,4352
train,154_c3s3_2.jpg,train/154_c3s3_2.jpg,154,3,3,2,123,115,1.0696,4368
train,154_c3s3_5.jpg,train/154_c3s3_5.jpg,154,3,3,5,123,112,1.0982,4199
train,154_c5s1_6.jpg,train/154_c5s1_6.jpg,154,5,1,6,130,119,1.0924,4898
train,154_c6s5_1.jpg,train/154_c6s5_1.jpg,154,6,5,1,126,114,1.1053,4571
train,155_c2s1_3.jpg,train/155_c2s1_3.jpg,155,2,1,3,213,216,0.9861,7310
train,155_c2s4_0.jpg,train/155_c2s4_0.jpg,155,2,4,0,166,156,1.0641,4756
train,155_c3s1_1.jpg,train/155_c3s1_1.jpg,155,3,1,1,183,168,1.0893,5867
train,155_c3s6_9.jpg,train/155_c3s6_9.jpg,155,3,6,9,200,162,1.2346,5924
train,155_c4s5_2.jpg,train/155_c4s5_2.jpg,155,4,5,2,187,183,1.0219,5870
train,155_c5s1_4.jpg,train/155_c5s1_4.jpg,155,5,1,4,100,230,0.4348,4055
train,155_c5s5_5.jpg,train/155_c5s5_5.jpg,155,5,5,5,100,230,0.4348,4289
train,155_c6s2_8.jpg,train/155_c6s2_8.jpg,155,6,2,8,178,157,1.1338,5488
train,155_c6s4_7.jpg,train/155_c6s4_7.jpg,155,6,4,7,168,151,1.1126,4707
train,159_c2s4_0.jpg,train/159_c2s4_0.jpg,159,2,4,0,151,104,1.4519,3805
train,159_c2s4_8.jpg,train/159_c2s4_8.jpg,159,2,4,8,153,114,1.3421,3779
train,159_c2s5_7.jpg,train/159_c2s5_7.jpg,159,2,5,7,167,126,1.3254,3847
train,159_c2s6_3.jpg,train/159_c2s6_3.jpg,159,2,6,3,117,94,1.2447,2967
train,159_c3s5_5.jpg,train/159_c3s5_5.jpg,159,3,5,5,121,110,1.1,2955
train,159_c3s5_9.jpg,train/159_c3s5_9.jpg,159,3,5,9,114,88,1.2955,2371
train,159_c3s6_10.jpg,train/159_c3s6_10.jpg,159,3,6,10,149,102,1.4608,3782
train,159_c6s5_11.jpg,train/159_c6s5_11.jpg,159,6,5,11,123,99,1.2424,3363
train,159_c6s6_2.jpg,train/159_c6s6_2.jpg,159,6,6,2,135,101,1.3366,3428
train,159_c6s6_6.jpg,train/159_c6s6_6.jpg,159,6,6,6,132,115,1.1478,3334
train,15_c1s4_3.jpg,train/15_c1s4_3.jpg,15,1,4,3,177,400,0.4425,11820
train,15_c2s2_5.jpg,train/15_c2s2_5.jpg,15,2,2,5,83,288,0.2882,6712
train,15_c2s4_0.jpg,train/15_c2s4_0.jpg,15,2,4,0,311,344,0.9041,20073
train,15_c4s2_1.jpg,train/15_c4s2_1.jpg,15,4,2,1,276,321,0.8598,45717
train,15_c4s5_6.jpg,train/15_c4s5_6.jpg,15,4,5,6,344,390,0.8821,73631
train,15_c5s2_9.jpg,train/15_c5s2_9.jpg,15,5,2,9,301,332,0.9066,52391
train,15_c5s3_2.jpg,train/15_c5s3_2.jpg,15,5,3,2,436,398,1.0955,28697
train,15_c6s5_8.jpg,train/15_c6s5_8.jpg,15,6,5,8,397,344,1.1541,70808
train,15_c6s6_4.jpg,train/15_c6s6_4.jpg,15,6,6,4,128,139,0.9209,9119
train,165_c1s3_4.jpg,train/165_c1s3_4.jpg,165,1,3,4,527,504,1.0456,19160
train,165_c1s6_0.jpg,train/165_c1s6_0.jpg,165,1,6,0,436,550,0.7927,17304
train,165_c2s1_9.jpg,train/165_c2s1_9.jpg,165,2,1,9,565,442,1.2783,15230
train,165_c2s2_2.jpg,train/165_c2s2_2.jpg,165,2,2,2,506,538,0.9405,19088
train,165_c2s2_8.jpg,train/165_c2s2_8.jpg,165,2,2,8,447,458,0.976,13453
train,165_c2s5_15.jpg,train/165_c2s5_15.jpg,165,2,5,15,631,630,1.0016,25957
train,165_c2s5_5.jpg,train/165_c2s5_5.jpg,165,2,5,5,473,546,0.8663,16811
train,165_c3s1_14.jpg,train/165_c3s1_14.jpg,165,3,1,14,618,605,1.0215,22378
train,165_c4s1_7.jpg,train/165_c4s1_7.jpg,165,4,1,7,427,496,0.8609,14112
train,165_c4s4_1.jpg,train/165_c4s4_1.jpg,165,4,4,1,481,563,0.8544,20623
train,165_c6s2_11.jpg,train/165_c6s2_11.jpg,165,6,2,11,588,539,1.0909,20531
train,165_c6s3_3.jpg,train/165_c6s3_3.jpg,165,6,3,3,502,504,0.996,14630
train,165_c6s5_12.jpg,train/165_c6s5_12.jpg,165,6,5,12,622,592,1.0507,19987
train,165_c6s5_6.jpg,train/165_c6s5_6.jpg,165,6,5,6,406,505,0.804,15715
train,168_c1s4_8.jpg,train/168_c1s4_8.jpg,168,1,4,8,469,260,1.8038,22279
train,168_c3s5_2.jpg,train/168_c3s5_2.jpg,168,3,5,2,566,418,1.3541,21706
train,168_c4s6_0.jpg,train/168_c4s6_0.jpg,168,4,6,0,498,626,0.7955,22099
train,168_c5s2_5.jpg,train/168_c5s2_5.jpg,168,5,2,5,459,255,1.8,22546
train,168_c5s3_6.jpg,train/168_c5s3_6.jpg,168,5,3,6,399,219,1.8219,16995
train,168_c5s3_7.jpg,train/168_c5s3_7.jpg,168,5,3,7,515,264,1.9508,18507
train,168_c6s5_3.jpg,train/168_c6s5_3.jpg,168,6,5,3,466,498,0.9357,22827
train,168_c6s6_4.jpg,train/168_c6s6_4.jpg,168,6,6,4,454,478,0.9498,21071
train,169_c1s1_12.jpg,train/169_c1s1_12.jpg,169,1,1,12,625,428,1.4603,26810
train,169_c1s1_3.jpg,train/169_c1s1_3.jpg,169,1,1,3,523,435,1.2023,25290
train,169_c1s3_10.jpg,train/169_c1s3_10.jpg,169,1,3,10,682,440,1.55,29566
train,169_c1s6_13.jpg,train/169_c1s6_13.jpg,169,1,6,13,682,440,1.55,33156
train,169_c2s1_0.jpg,train/169_c2s1_0.jpg,169,2,1,0,503,411,1.2238,21876
train,169_c2s5_1.jpg,train/169_c2s5_1.jpg,169,2,5,1,501,426,1.1761,22516
train,169_c2s5_9.jpg,train/169_c2s5_9.jpg,169,2,5,9,625,401,1.5586,25724
train,169_c3s2_11.jpg,train/169_c3s2_11.jpg,169,3,2,11,674,416,1.6202,27364
train,169_c3s4_15.jpg,train/169_c3s4_15.jpg,169,3,4,15,662,470,1.4085,35056
train,169_c3s4_6.jpg,train/169_c3s4_6.jpg,169,3,4,6,611,466,1.3112,33704
train,169_c4s1_2.jpg,train/169_c4s1_2.jpg,169,4,1,2,514,450,1.1422,25811
train,169_c4s2_7.jpg,train/169_c4s2_7.jpg,169,4,2,7,614,467,1.3148,34450
train,169_c4s3_14.jpg,train/169_c4s3_14.jpg,169,4,3,14,665,465,1.4301,35512
train,169_c5s2_4.jpg,train/169_c5s2_4.jpg,169,5,2,4,537,447,1.2013,26397
train,171_c2s5_7.jpg,train/171_c2s5_7.jpg,171,2,5,7,359,394,0.9112,14413
train,171_c4s4_0.jpg,train/171_c4s4_0.jpg,171,4,4,0,257,284,0.9049,10112
train,171_c4s5_2.jpg,train/171_c4s5_2.jpg,171,4,5,2,284,316,0.8987,11318
train,171_c5s1_6.jpg,train/171_c5s1_6.jpg,171,5,1,6,396,394,1.0051,14712
train,171_c5s3_1.jpg,train/171_c5s3_1.jpg,171,5,3,1,296,303,0.9769,12359
train,171_c5s5_3.jpg,train/171_c5s5_3.jpg,171,5,5,3,325,362,0.8978,14291
train,171_c6s3_8.jpg,train/171_c6s3_8.jpg,171,6,3,8,306,381,0.8031,14962
train,171_c6s4_9.jpg,train/171_c6s4_9.jpg,171,6,4,9,296,372,0.7957,16288
train,171_c6s6_5.jpg,train/171_c6s6_5.jpg,171,6,6,5,382,401,0.9526,15883
train,172_c1s1_11.jpg,train/172_c1s1_11.jpg,172,1,1,11,1303,1201,1.0849,145363
train,172_c1s4_0.jpg,train/172_c1s4_0.jpg,172,1,4,0,534,427,1.2506,18884
train,172_c1s4_7.jpg,train/172_c1s4_7.jpg,172,1,4,7,1123,889,1.2632,70852
train,172_c1s6_12.jpg,train/172_c1s6_12.jpg,172,1,6,12,1333,1094,1.2185,136114
train,172_c2s6_14.jpg,train/172_c2s6_14.jpg,172,2,6,14,1210,760,1.5921,82394
train,172_c2s6_2.jpg,train/172_c2s6_2.jpg,172,2,6,2,582,504,1.1548,20474
train,172_c2s6_9.jpg,train/172_c2s6_9.jpg,172,2,6,9,1160,950,1.2211,77930
train,172_c3s4_15.jpg,train/172_c3s4_15.jpg,172,3,4,15,1067,674,1.5831,88777
train,172_c3s6_13.jpg,train/172_c3s6_13.jpg,172,3,6,13,1433,999,1.4344,150561
train,172_c4s4_6.jpg,train/172_c4s4_6.jpg,172,4,4,6,728,889,0.8189,53784
train,172_c5s3_3.jpg,train/172_c5s3_3.jpg,172,5,3,3,611,518,1.1795,24264
train,172_c5s3_8.jpg,train/172_c5s3_8.jpg,172,5,3,8,1197,1036,1.1554,92880
train,172_c6s1_10.jpg,train/172_c6s1_10.jpg,172,6,1,10,1155,1172,0.9855,101890
train,172_c6s6_5.jpg,train/172_c6s6_5.jpg,172,6,6,5,618,736,0.8397,39849
train,174_c1s3_5.jpg,train/174_c1s3_5.jpg,174,1,3,5,565,593,0.9528,45424
train,174_c1s5_7.jpg,train/174_c1s5_7.jpg,174,1,5,7,597,631,0.9461,56349
train,174_c2s1_12.jpg,train/174_c2s1_12.jpg,174,2,1,12,599,457,1.3107,30607
train,174_c2s2_10.jpg,train/174_c2s2_10.jpg,174,2,2,10,459,352,1.304,19725
train,174_c2s2_15.jpg,train/174_c2s2_15.jpg,174,2,2,15,557,479,1.1628,29573
train,174_c2s3_6.jpg,train/174_c2s3_6.jpg,174,2,3,6,649,591,1.0981,56646
train,174_c2s4_1.jpg,train/174_c2s4_1.jpg,174,2,4,1,623,427,1.459,27539
train,174_c3s4_13.jpg,train/174_c3s4_13.jpg,174,3,4,13,592,459,1.2898,32078
train,174_c4s2_8.jpg,train/174_c4s2_8.jpg,174,4,2,8,452,314,1.4395,17501
train,174_c4s4_14.jpg,train/174_c4s4_14.jpg,174,4,4,14,574,469,1.2239,30977
train,174_c5s1_2.jpg,train/174_c5s1_2.jpg,174,5,1,2,665,447,1.4877,36796
train,174_c5s4_9.jpg,train/174_c5s4_9.jpg,174,5,4,9,479,323,1.483,18832
train,174_c6s1_3.jpg,train/174_c6s1_3.jpg,174,6,1,3,623,547,1.1389,40668
train,174_c6s4_4.jpg,train/174_c6s4_4.jpg,174,6,4,4,577,557,1.0359,44374
train,175_c1s1_0.jpg,train/175_c1s1_0.jpg,175,1,1,0,384,340,1.1294,13328
train,175_c1s2_4.jpg,train/175_c1s2_4.jpg,175,1,2,4,352,386,0.9119,16778
train,175_c1s4_6.jpg,train/175_c1s4_6.jpg,175,1,4,6,370,389,0.9512,16751
train,175_c1s5_10.jpg,train/175_c1s5_10.jpg,175,1,5,10,450,442,1.0181,18437
train,175_c1s5_7.jpg,train/175_c1s5_7.jpg,175,1,5,7,379,386,0.9819,13050
train,175_c1s6_11.jpg,train/175_c1s6_11.jpg,175,1,6,11,459,447,1.0268,22759
train,175_c2s3_5.jpg,train/175_c2s3_5.jpg,175,2,3,5,333,391,0.8517,12127
train,175_c2s4_15.jpg,train/175_c2s4_15.jpg,175,2,4,15,527,505,1.0436,27137
train,175_c3s1_14.jpg,train/175_c3s1_14.jpg,175,3,1,14,516,492,1.0488,28828
train,175_c5s1_1.jpg,train/175_c5s1_1.jpg,175,5,1,1,369,357,1.0336,13498
train,175_c6s2_13.jpg,train/175_c6s2_13.jpg,175,6,2,13,484,467,1.0364,26629
train,175_c6s3_8.jpg,train/175_c6s3_8.jpg,175,6,3,8,370,384,0.9635,15975
train,175_c6s5_2.jpg,train/175_c6s5_2.jpg,175,6,5,2,372,362,1.0276,15338
train,175_c6s5_3.jpg,train/175_c6s5_3.jpg,175,6,5,3,357,379,0.942,16574
train,177_c1s1_3.jpg,train/177_c1s1_3.jpg,177,1,1,3,1808,1071,1.6881,94176
train,177_c1s2_0.jpg,train/177_c1s2_0.jpg,177,1,2,0,1006,743,1.354,43907
train,177_c2s6_8.jpg,train/177_c2s6_8.jpg,177,2,6,8,660,809,0.8158,30161
train,177_c2s6_9.jpg,train/177_c2s6_9.jpg,177,2,6,9,882,871,1.0126,44278
train,177_c3s1_1.jpg,train/177_c3s1_1.jpg,177,3,1,1,1116,955,1.1686,56932
train,177_c3s6_6.jpg,train/177_c3s6_6.jpg,177,3,6,6,873,896,0.9743,38768
train,177_c4s1_10.jpg,train/177_c4s1_10.jpg,177,4,1,10,842,851,0.9894,40417
train,177_c4s2_2.jpg,train/177_c4s2_2.jpg,177,4,2,2,1132,1378,0.8215,61397
train,177_c5s1_7.jpg,train/177_c5s1_7.jpg,177,5,1,7,696,799,0.8711,32948
train,177_c5s2_12.jpg,train/177_c5s2_12.jpg,177,5,2,12,855,884,0.9672,41921
train,177_c5s2_4.jpg,train/177_c5s2_4.jpg,177,5,2,4,1037,1042,0.9952,53114
train,177_c5s5_11.jpg,train/177_c5s5_11.jpg,177,5,5,11,876,846,1.0355,50125
train,178_c1s3_10.jpg,train/178_c1s3_10.jpg,178,1,3,10,1068,664,1.6084,62853
train,178_c1s4_6.jpg,train/178_c1s4_6.jpg,178,1,4,6,716,805,0.8894,45255
train,178_c1s6_15.jpg,train/178_c1s6_15.jpg,178,1,6,15,658,733,0.8977,39679
train,178_c2s2_12.jpg,train/178_c2s2_12.jpg,178,2,2,12,776,801,0.9688,50859
train,178_c2s6_8.jpg,train/178_c2s6_8.jpg,178,2,6,8,1040,915,1.1366,84431
train,178_c3s3_9.jpg,train/178_c3s3_9.jpg,178,3,3,9,953,656,1.4527,48204
train,178_c3s4_13.jpg,train/178_c3s4_13.jpg,178,3,4,13,437,837,0.5221,43993
train,178_c4s3_4.jpg,train/178_c4s3_4.jpg,178,4,3,4,719,592,1.2145,40849
train,178_c4s3_7.jpg,train/178_c4s3_7.jpg,178,4,3,7,427,820,0.5207,39031
train,178_c4s5_5.jpg,train/178_c4s5_5.jpg,178,4,5,5,730,599,1.2187,26799
train,178_c4s6_14.jpg,train/178_c4s6_14.jpg,178,4,6,14,588,869,0.6766,45019
train,178_c5s3_1.jpg,train/178_c5s3_1.jpg,178,5,3,1,688,517,1.3308,17525
train,178_c6s1_0.jpg,train/178_c6s1_0.jpg,178,6,1,0,665,625,1.064,18952
train,178_c6s6_11.jpg,train/178_c6s6_11.jpg,178,6,6,11,906,750,1.208,55557
train,181_c1s1_1.jpg,train/181_c1s1_1.jpg,181,1,1,1,542,355,1.5268,31816
train,181_c1s2_0.jpg,train/181_c1s2_0.jpg,181,1,2,0,542,354,1.5311,35212
train,181_c1s2_9.jpg,train/181_c1s2_9.jpg,181,1,2,9,621,378,1.6429,41734
train,181_c2s1_11.jpg,train/181_c2s1_11.jpg,181,2,1,11,706,427,1.6534,53024
train,181_c2s1_5.jpg,train/181_c2s1_5.jpg,181,2,1,5,837,491,1.7047,68709
train,181_c2s5_2.jpg,train/181_c2s5_2.jpg,181,2,5,2,753,442,1.7036,51396
train,181_c4s1_13.jpg,train/181_c4s1_13.jpg,181,4,1,13,722,421,1.715,54298
train,181_c4s3_6.jpg,train/181_c4s3_6.jpg,181,4,3,6,740,496,1.4919,58735
train,181_c4s4_14.jpg,train/181_c4s4_14.jpg,181,4,4,14,727,407,1.7862,49099
train,181_c4s5_7.jpg,train/181_c4s5_7.jpg,181,4,5,7,581,360,1.6139,37992
train,181_c4s5_8.jpg,train/181_c4s5_8.jpg,181,4,5,8,601,362,1.6602,42273
train,181_c5s2_4.jpg,train/181_c5s2_4.jpg,181,5,2,4,842,447,1.8837,69672
train,181_c6s3_12.jpg,train/181_c6s3_12.jpg,181,6,3,12,708,414,1.7101,55875
train,182_c1s5_13.jpg,train/182_c1s5_13.jpg,182,1,5,13,452,450,1.0044,19143
train,182_c2s1_6.jpg,train/182_c2s1_6.jpg,182,2,1,6,488,531,0.919,28528
train,182_c2s4_14.jpg,train/182_c2s4_14.jpg,182,2,4,14,435,463,0.9395,20701
train,182_c2s6_1.jpg,train/182_c2s6_1.jpg,182,2,6,1,1112,850,1.3082,97973
train,182_c3s5_12.jpg,train/182_c3s5_12.jpg,182,3,5,12,748,824,0.9078,55837
train,182_c4s3_2.jpg,train/182_c4s3_2.jpg,182,4,3,2,1117,865,1.2913,79543
train,182_c4s5_0.jpg,train/182_c4s5_0.jpg,182,4,5,0,763,845,0.903,58722
train,182_c4s5_4.jpg,train/182_c4s5_4.jpg,182,4,5,4,981,926,1.0594,89746
train,182_c4s5_9.jpg,train/182_c4s5_9.jpg,182,4,5,9,452,476,0.9496,18440
train,182_c5s2_8.jpg,train/182_c5s2_8.jpg,182,5,2,8,460,481,0.9563,24594
