split_group,filename,relpath,dog_id,width,height,is_readable,is_low_res,usable_for_training
train,260_6.jpg,images/260_6.jpg,260,224,224,True,False,True
train,260_7.jpg,images/260_7.jpg,260,224,224,True,False,True
train,261_1.jpg,images/261_1.jpg,261,224,224,True,False,True
train,261_2.jpg,images/261_2.jpg,261,224,224,True,False,True
train,261_3.jpg,images/261_3.jpg,261,224,224,True,False,True
train,261_4.jpg,images/261_4.jpg,261,224,224,True,False,True
train,261_5.jpg,images/261_5.jpg,261,224,224,True,False,True
train,261_6.jpg,images/261_6.jpg,261,224,224,True,False,True
train,262_1.jpg,images/262_1.jpg,262,224,224,True,False,True
train,262_2.jpg,images/262_2.jpg,262,224,224,True,False,True
train,262_3.jpg,images/262_3.jpg,262,224,224,True,False,True
train,262_4.jpg,images/262_4.jpg,262,224,224,True,False,True
train,262_5.jpg,images/262_5.jpg,262,224,224,True,False,True
train,263_1.jpg,images/263_1.jpg,263,224,224,True,False,True
train,263_2.jpg,images/263_2.jpg,263,224,224,True,False,True
train,264_1.jpg,images/264_1.jpg,264,224,224,True,False,True
train,264_2.jpg,images/264_2.jpg,264,224,224,True,False,True
train,264_3.jpg,images/264_3.jpg,264,224,224,True,False,True
train,264_4.jpg,images/264_4.jpg,264,224,224,True,False,True
train,264_5.jpg,images/264_5.jpg,264,224,224,True,False,True
train,264_6.jpg,images/264_6.jpg,264,224,224,True,False,True
train,265_1.jpg,images/265_1.jpg,265,224,224,True,False,True
train,265_2.jpg,images/265_2.jpg,265,224,224,True,False,True
train,265_3.jpg,images/265_3.jpg,265,224,224,True,False,True
train,265_4.jpg,images/265_4.jpg,265,224,224,True,False,True
train,266_1.jpg,images/266_1.jpg,266,224,224,True,False,True
train,266_2.jpg,images/266_2.jpg,266,224,224,True,False,True
train,266_3.jpg,images/266_3.jpg,266,224,224,True,False,True
train,266_4.jpg,images/266_4.jpg,266,224,224,True,False,True
train,266_5.jpg,images/266_5.jpg,266,224,224,True,False,True
train,266_6.jpg,images/266_6.jpg,266,224,224,True,False,True
train,267_1.jpg,images/267_1.jpg,267,224,224,True,False,True
train,267_2.jpg,images/267_2.jpg,267,224,224,True,False,True
train,267_3.jpg,images/267_3.jpg,267,224,224,True,False,True
train,267_4.jpg,images/267_4.jpg,267,224,224,True,False,True
train,267_5.jpg,images/267_5.jpg,267,224,224,True,False,True
train,267_6.jpg,images/267_6.jpg,267,224,224,True,False,True
train,268_1.jpg,images/268_1.jpg,268,224,224,True,False,True
train,268_2.jpg,images/268_2.jpg,268,224,224,True,False,True
train,268_3.jpg,images/268_3.jpg,268,224,224,True,False,True
train,268_4.jpg,images/268_4.jpg,268,224,224,True,False,True
train,268_5.jpg,images/268_5.jpg,268,224,224,True,False,True
train,268_6.jpg,images/268_6.jpg,268,224,224,True,False,True
test,269_1.jpg,images/269_1.jpg,269,224,224,True,False,True
test,269_2.jpg,images/269_2.jpg,269,224,224,True,False,True
test,269_3.jpg,images/269_3.jpg,269,224,224,True,False,True
test,269_4.jpg,images/269_4.jpg,269,224,224,True,False,True
train,270_1.jpg,images/270_1.jpg,270,224,224,True,False,True
train,270_2.jpg,images/270_2.jpg,270,224,224,True,False,True
train,270_3.jpg,images/270_3.jpg,270,224,224,True,False,True
train,270_4.jpg,images/270_4.jpg,270,224,224,True,False,True
train,270_5.jpg,images/270_5.jpg,270,224,224,True,False,True
train,270_6.jpg,images/270_6.jpg,270,224,224,True,False,True
train,271_1.jpg,images/271_1.jpg,271,224,224,True,False,True
train,271_2.jpg,images/271_2.jpg,271,224,224,True,False,True
train,271_3.jpg,images/271_3.jpg,271,224,224,True,False,True
train,271_4.jpg,images/271_4.jpg,271,224,224,True,False,True
test,272_1.jpg,images/272_1.jpg,272,224,224,True,False,True
test,272_2.jpg,images/272_2.jpg,272,224,224,True,False,True
test,272_3.jpg,images/272_3.jpg,272,224,224,True,False,True
test,272_4.jpg,images/272_4.jpg,272,224,224,True,False,True
test,272_5.jpg,images/272_5.jpg,272,224,224,True,False,True
test,272_6.jpg,images/272_6.jpg,272,224,224,True,False,True
train,273_1.jpg,images/273_1.jpg,273,224,224,True,False,True
train,273_2.jpg,images/273_2.jpg,273,224,224,True,False,True
train,273_3.jpg,images/273_3.jpg,273,224,224,True,False,True
train,273_4.jpg,images/273_4.jpg,273,224,224,True,False,True
train,273_5.jpg,images/273_5.jpg,273,224,224,True,False,True
train,273_6.jpg,images/273_6.jpg,273,224,224,True,False,True
train,274_1.jpg,images/274_1.jpg,274,224,224,True,False,True
train,274_2.jpg,images/274_2.jpg,274,224,224,True,False,True
train,274_3.jpg,images/274_3.jpg,274,224,224,True,False,True
train,275_1.jpg,images/275_1.jpg,275,224,224,True,False,True
train,275_2.jpg,images/275_2.jpg,275,224,224,True,False,True
train,275_3.jpg,images/275_3.jpg,275,224,224,True,False,True
train,276_1.jpg,images/276_1.jpg,276,224,224,True,False,True
train,276_2.jpg,images/276_2.jpg,276,224,224,True,False,True
train,276_3.jpg,images/276_3.jpg,276,224,224,True,False,True
train,276_4.jpg,images/276_4.jpg,276,224,224,True,False,True
train,276_5.jpg,images/276_5.jpg,276,224,224,True,False,True
train,277_1.jpg,images/277_1.jpg,277,224,224,True,False,True
train,277_2.jpg,images/277_2.jpg,277,224,224,True,False,True
train,277_3.jpg,images/277_3.jpg,277,224,224,True,False,True
train,277_4.jpg,images/277_4.jpg,277,224,224,True,False,True
train,277_5.jpg,images/277_5.jpg,277,224,224,True,False,True
train,278_1.jpg,images/278_1.jpg,278,224,224,True,False,True
train,278_2.jpg,images/278_2.jpg,278,224,224,True,False,True
train,278_3.jpg,images/278_3.jpg,278,224,224,True,False,True
train,278_4.jpg,images/278_4.jpg,278,224,224,True,False,True
train,279_1.jpg,images/279_1.jpg,279,224,224,True,False,True
train,279_2.jpg,images/279_2.jpg,279,224,224,True,False,True
train,279_3.jpg,images/279_3.jpg,279,224,224,True,False,True
train,279_4.jpg,images/279_4.jpg,279,224,224,True,False,True
train,279_5.jpg,images/279_5.jpg,279,224,224,True,False,True
train,280_1.jpg,images/280_1.jpg,280,224,224,True,False,True
train,280_2.jpg,images/280_2.jpg,280,224,224,True,False,True
train,280_3.jpg,images/280_3.jpg,280,224,224,True,False,True
train,280_4.jpg,images/280_4.jpg,280,224,224,True,False,True
train,280_5.jpg,images/280_5.jpg,280,224,224,True,False,True
train,281_1.jpg,images/281_1.jpg,281,224,224,True,False,True
train,281_2.jpg,images/281_2.jpg,281,224,224,True,False,True
train,281_3.jpg,images/281_3.jpg,281,224,224,True,False,True
train,281_4.jpg,images/281_4.jpg,281,224,224,True,False,True
train,281_5.jpg,images/281_5.jpg,281,224,224,True,False,True
train,281_6.jpg,images/281_6.jpg,281,224,224,True,False,True
train,282_1.jpg,images/282_1.jpg,282,224,224,True,False,True
train,282_2.jpg,images/282_2.jpg,282,224,224,True,False,True
train,282_3.jpg,images/282_3.jpg,282,224,224,True,False,True
train,283_1.jpg,images/283_1.jpg,283,224,224,True,False,True
train,283_2.jpg,images/283_2.jpg,283,224,224,True,False,True
train,283_3.jpg,images/283_3.jpg,283,224,224,True,False,True
train,283_4.jpg,images/283_4.jpg,283,224,224,True,False,True
train,283_5.jpg,images/283_5.jpg,283,224,224,True,False,True
train,283_6.jpg,images/283_6.jpg,283,224,224,True,False,True
train,284_1.jpg,images/284_1.jpg,284,224,224,True,False,True
train,284_2.jpg,images/284_2.jpg,284,224,224,True,False,True
train,284_3.jpg,images/284_3.jpg,284,224,224,True,False,True
train,284_4.jpg,images/284_4.jpg,284,224,224,True,False,True
train,284_5.jpg,images/284_5.jpg,284,224,224,True,False,True
train,285_1.jpg,images/285_1.jpg,285,224,224,True,False,True
train,285_2.jpg,images/285_2.jpg,285,224,224,True,False,True
train,285_3.jpg,images/285_3.jpg,285,224,224,True,False,True
train,285_4.jpg,images/285_4.jpg,285,224,224,True,False,True
train,285_5.jpg,images/285_5.jpg,285,224,224,True,False,True
train,286_1.jpg,images/286_1.jpg,286,224,224,True,False,True
train,286_2.jpg,images/286_2.jpg,286,224,224,True,False,True
train,286_3.jpg,images/286_3.jpg,286,224,224,True,False,True
train,286_4.jpg,images/286_4.jpg,286,224,224,True,False,True
train,286_5.jpg,images/286_5.jpg,286,224,224,True,False,True
train,287_1.jpg,images/287_1.jpg,287,224,224,True,False,True
train,287_2.jpg,images/287_2.jpg,287,224,224,True,False,True
train,287_3.jpg,images/287_3.jpg,287,224,224,True,False,True
train,287_4.jpg,images/287_4.jpg,287,224,224,True,False,True
train,287_5.jpg,images/287_5.jpg,287,224,224,True,False,True
train,288_1.jpg,images/288_1.jpg,288,224,224,True,False,True
train,288_2.jpg,images/288_2.jpg,288,224,224,True,False,True
train,288_3.jpg,images/288_3.jpg,288,224,224,True,False,True
train,288_4.jpg,images/288_4.jpg,288,224,224,True,False,True
train,288_5.jpg,images/288_5.jpg,288,224,224,True,False,True
train,288_6.jpg,images/288_6.jpg,288,224,224,True,False,True
train,289_1.jpg,images/289_1.jpg,289,224,224,True,False,True
train,289_2.jpg,images/289_2.jpg,289,224,224,True,False,True
train,289_3.jpg,images/289_3.jpg,289,224,224,True,False,True
train,289_4.jpg,images/289_4.jpg,289,224,224,True,False,True
train,289_5.jpg,images/289_5.jpg,289,224,224,True,False,True
train,289_6.jpg,images/289_6.jpg,289,224,224,True,False,True
train,290_1.jpg,images/290_1.jpg,290,224,224,True,False,True
train,290_2.jpg,images/290_2.jpg,290,224,224,True,False,True
train,290_3.jpg,images/290_3.jpg,290,224,224,True,False,True
train,290_4.jpg,images/290_4.jpg,290,224,224,True,False,True
train,290_5.jpg,images/290_5.jpg,290,224,224,True,False,True
train,290_6.jpg,images/290_6.jpg,290,224,224,True,False,True
train,291_1.jpg,images/291_1.jpg,291,224,224,True,False,True
train,291_2.jpg,images/291_2.jpg,291,224,224,True,False,True
train,291_3.jpg,images/291_3.jpg,291,224,224,True,False,True
train,291_4.jpg,images/291_4.jpg,291,224,224,True,False,True
train,291_5.jpg,images/291_5.jpg,291,224,224,True,False,True
train,292_1.jpg,images/292_1.jpg,292,224,224,True,False,True
train,292_2.jpg,images/292_2.jpg,292,224,224,True,False,True
train,292_3.jpg,images/292_3.jpg,292,224,224,True,False,True
train,292_4.jpg,images/292_4.jpg,292,224,224,True,False,True
train,292_5.jpg,images/292_5.jpg,292,224,224,True,False,True
train,293_1.jpg,images/293_1.jpg,293,224,224,True,False,True
train,293_2.jpg,images/293_2.jpg,293,224,224,True,False,True
train,293_3.jpg,images/293_3.jpg,293,224,224,True,False,True
train,293_4.jpg,images/293_4.jpg,293,224,224,True,False,True
train,293_5.jpg,images/293_5.jpg,293,224,224,True,False,True
train,293_6.jpg,images/293_6.jpg,293,224,224,True,False,True
train,294_1.jpg,images/294_1.jpg,294,224,224,True,False,True
train,294_2.jpg,images/294_2.jpg,294,224,224,True,False,True
train,294_3.jpg,images/294_3.jpg,294,224,224,True,False,True
train,294_4.jpg,images/294_4.jpg,294,224,224,True,False,True
train,294_5.jpg,images/294_5.jpg,294,224,224,True,False,True
train,295_1.jpg,images/295_1.jpg,295,224,224,True,False,True
train,295_2.jpg,images/295_2.jpg,295,224,224,True,False,True
train,295_3.jpg,images/295_3.jpg,295,224,224,True,False,True
train,295_4.jpg,images/295_4.jpg,295,224,224,True,False,True
train,295_5.jpg,images/295_5.jpg,295,224,224,True,False,True
train,295_6.jpg,images/295_6.jpg,295,224,224,True,False,True
test,296_1.jpg,images/296_1.jpg,296,224,224,True,False,True
test,296_2.jpg,images/296_2.jpg,296,224,224,True,False,True
test,296_3.jpg,images/296_3.jpg,296,224,224,True,False,True
test,296_4.jpg,images/296_4.jpg,296,224,224,True,False,True
test,296_5.jpg,images/296_5.jpg,296,224,224,True,False,True
test,296_6.jpg,images/296_6.jpg,296,224,224,True,False,True
test,297_1.jpg,images/297_1.jpg,297,224,224,True,False,True
test,297_2.jpg,images/297_2.jpg,297,224,224,True,False,True
test,297_3.jpg,images/297_3.jpg,297,224,224,True,False,True
test,297_4.jpg,images/297_4.jpg,297,224,224,True,False,True
test,297_5.jpg,images/297_5.jpg,297,224,224,True,False,True
test,297_6.jpg,images/297_6.jpg,297,224,224,True,False,True
test,298_1.jpg,images/298_1.jpg,298,224,224,True,False,True
test,298_2.jpg,images/298_2.jpg,298,224,224,True,False,True
test,298_3.jpg,images/298_3.jpg,298,224,224,True,False,True
train,299_1.jpg,images/299_1.jpg,299,224,224,True,False,True
train,299_2.jpg,images/299_2.jpg,299,224,224,True,False,True
train,299_3.jpg,images/299_3.jpg,299,224,224,True,False,True
train,299_4.jpg,images/299_4.jpg,299,224,224,True,False,True
train,299_5.jpg,images/299_5.jpg,299,224,224,True,False,True
train,300_1.jpg,images/300_1.jpg,300,224,224,True,False,True
train,300_2.jpg,images/300_2.jpg,300,224,224,True,False,True
train,300_3.jpg,images/300_3.jpg,300,224,224,True,False,True
train,300_4.jpg,images/300_4.jpg,300,224,224,True,False,True
train,301_1.jpg,images/301_1.jpg,301,224,224,True,False,True
train,301_2.jpg,images/301_2.jpg,301,224,224,True,False,True
train,301_3.jpg,images/301_3.jpg,301,224,224,True,False,True
train,301_4.jpg,images/301_4.jpg,301,224,224,True,False,True
train,301_5.jpg,images/301_5.jpg,301,224,224,True,False,True
train,301_6.jpg,images/301_6.jpg,301,224,224,True,False,True
train,302_1.jpg,images/302_1.jpg,302,224,224,True,False,True
train,302_2.jpg,images/302_2.jpg,302,224,224,True,False,True
train,302_3.jpg,images/302_3.jpg,302,224,224,True,False,True
train,302_4.jpg,images/302_4.jpg,302,224,224,True,False,True
train,302_5.jpg,images/302_5.jpg,302,224,224,True,False,True
train,302_6.jpg,images/302_6.jpg,302,224,224,True,False,True
train,303_1.jpg,images/303_1.jpg,303,224,224,True,False,True
train,303_2.jpg,images/303_2.jpg,303,224,224,True,False,True
train,303_3.jpg,images/303_3.jpg,303,224,224,True,False,True
train,303_4.jpg,images/303_4.jpg,303,224,224,True,False,True
train,303_5.jpg,images/303_5.jpg,303,224,224,True,False,True
train,304_1.jpg,images/304_1.jpg,304,224,224,True,False,True
train,304_2.jpg,images/304_2.jpg,304,224,224,True,False,True
train,304_3.jpg,images/304_3.jpg,304,224,224,True,False,True
train,304_4.jpg,images/304_4.jpg,304,224,224,True,False,True
train,304_5.jpg,images/304_5.jpg,304,224,224,True,False,True
train,304_6.jpg,images/304_6.jpg,304,224,224,True,False,True
train,304_7.jpg,images/304_7.jpg,304,224,224,True,False,True
train,305_1.jpg,images/305_1.jpg,305,224,224,True,False,True
train,305_2.jpg,images/305_2.jpg,305,224,224,True,False,True
train,305_3.jpg,images/305_3.jpg,305,224,224,True,False,True
train,305_4.jpg,images/305_4.jpg,305,224,224,True,False,True
train,305_5.jpg,images/305_5.jpg,305,224,224,True,False,True
train,305_6.jpg,images/305_6.jpg,305,224,224,True,False,True
train,306_1.jpg,images/306_1.jpg,306,224,224,True,False,True
train,306_2.jpg,images/306_2.jpg,306,224,224,True,False,True
train,306_3.jpg,images/306_3.jpg,306,224,224,True,False,True
train,306_4.jpg,images/306_4.jpg,306,224,224,True,False,True
train,306_5.jpg,images/306_5.jpg,306,224,224,True,False,True
train,306_6.jpg,images/306_6.jpg,306,224,224,True,False,True
train,307_1.jpg,images/307_1.jpg,307,224,224,True,False,True
train,307_2.jpg,images/307_2.jpg,307,224,224,True,False,True
train,307_3.jpg,images/307_3.jpg,307,224,224,True,False,True
train,307_4.jpg,images/307_4.jpg,307,224,224,True,False,True
train,308_1.jpg,images/308_1.jpg,308,224,224,True,False,True
train,308_2.jpg,images/308_2.jpg,308,224,224,True,False,True
train,308_3.jpg,images/308_3.jpg,308,224,224,True,False,True
train,308_4.jpg,images/308_4.jpg,308,224,224,True,False,True
train,308_5.jpg,images/308_5.jpg,308,224,224,True,False,True
train,309_1.jpg,images/309_1.jpg,309,224,224,True,False,True
train,309_2.jpg,images/309_2.jpg,309,224,224,True,False,True
train,309_3.jpg,images/309_3.jpg,309,224,224,True,False,True
train,309_4.jpg,images/309_4.jpg,309,224,224,True,False,True
train,309_5.jpg,images/309_5.jpg,309,224,224,True,False,True
train,310_1.jpg,images/310_1.jpg,310,224,224,True,False,True
train,310_2.jpg,images/310_2.jpg,310,224,224,True,False,True
train,310_3.jpg,images/310_3.jpg,310,224,224,True,False,True
train,310_4.jpg,images/310_4.jpg,310,224,224,True,False,True
train,311_1.jpg,images/311_1.jpg,311,224,224,True,False,True
train,311_2.jpg,images/311_2.jpg,311,224,224,True,False,True
train,311_3.jpg,images/311_3.jpg,311,224,224,True,False,True
train,311_4.jpg,images/311_4.jpg,311,224,224,True,False,True
train,311_5.jpg,images/311_5.jpg,311,224,224,True,False,True
train,311_6.jpg,images/311_6.jpg,311,224,224,True,False,True
train,311_7.jpg,images/311_7.jpg,311,224,224,True,False,True
train,311_8.jpg,images/311_8.jpg,311,224,224,True,False,True
train,311_9.jpg,images/311_9.jpg,311,224,224,True,False,True
train,312_1.jpg,images/312_1.jpg,312,224,224,True,False,True
train,312_2.jpg,images/312_2.jpg,312,224,224,True,False,True
train,312_3.jpg,images/312_3.jpg,312,224,224,True,False,True
train,312_4.jpg,images/312_4.jpg,312,224,224,True,False,True
train,312_5.jpg,images/312_5.jpg,312,224,224,True,False,True
train,312_6.jpg,images/312_6.jpg,312,224,224,True,False,True
train,313_1.jpg,images/313_1.jpg,313,224,224,True,False,True
train,313_2.jpg,images/313_2.jpg,313,224,224,True,False,True
train,313_3.jpg,images/313_3.jpg,313,224,224,True,False,True
train,313_4.jpg,images/313_4.jpg,313,224,224,True,False,True
train,313_5.jpg,images/313_5.jpg,313,224,224,True,False,True
train,313_6.jpg,images/313_6.jpg,313,224,224,True,False,True
test,314_1.jpg,images/314_1.jpg,314,224,224,True,False,True
test,314_2.jpg,images/314_2.jpg,314,224,224,True,False,True
test,314_3.jpg,images/314_3.jpg,314,224,224,True,False,True
test,314_4.jpg,images/314_4.jpg,314,224,224,True,False,True
test,314_5.jpg,images/314_5.jpg,314,224,224,True,False,True
test,315_1.jpg,images/315_1.jpg,315,224,224,True,False,True
test,315_2.jpg,images/315_2.jpg,315,224,224,True,False,True
test,315_3.jpg,images/315_3.jpg,315,224,224,True,False,True
test,315_4.jpg,images/315_4.jpg,315,224,224,True,False,True
test,315_5.jpg,images/315_5.jpg,315,224,224,True,False,True
test,315_6.jpg,images/315_6.jpg,315,224,224,True,False,True
test,315_7.jpg,images/315_7.jpg,315,224,224,True,False,True
test,315_8.jpg,images/315_8.jpg,315,224,224,True,False,True
test,315_9.jpg,images/315_9.jpg,315,224,224,True,False,True
test,315_10.jpg,images/315_10.jpg,315,224,224,True,False,True
test,315_11.jpg,images/315_11.jpg,315,224,224,True,False,True
test,315_12.jpg,images/315_12.jpg,315,224,224,True,False,True
test,315_13.jpg,images/315_13.jpg,315,224,224,True,False,True
test,315_14.jpg,images/315_14.jpg,315,224,224,True,False,True
test,315_15.jpg,images/315_15.jpg,315,224,224,True,False,True
test,315_16.jpg,images/315_16.jpg,315,224,224,True,False,True
test,315_17.jpg,images/315_17.jpg,315,224,224,True,False,True
test,315_18.jpg,images/315_18.jpg,315,224,224,True,False,True
test,315_19.jpg,images/315_19.jpg,315,224,224,True,False,True
test,315_20.jpg,images/315_20.jpg,315,224,224,True,False,True
test,315_21.jpg,images/315_21.jpg,315,224,224,True,False,True
test,315_22.jpg,images/315_22.jpg,315,224,224,True,False,True
test,315_23.jpg,images/315_23.jpg,315,224,224,True,False,True
train,316_1.jpg,images/316_1.jpg,316,224,224,True,False,True
train,316_2.jpg,images/316_2.jpg,316,224,224,True,False,True
train,316_3.jpg,images/316_3.jpg,316,224,224,True,False,True
train,316_4.jpg,images/316_4.jpg,316,224,224,True,False,True
train,316_5.jpg,images/316_5.jpg,316,224,224,True,False,True
train,316_6.jpg,images/316_6.jpg,316,224,224,True,False,True
train,317_1.jpg,images/317_1.jpg,317,224,224,True,False,True
train,317_2.jpg,images/317_2.jpg,317,224,224,True,False,True
train,317_3.jpg,images/317_3.jpg,317,224,224,True,False,True
train,317_4.jpg,images/317_4.jpg,317,224,224,True,False,True
train,317_5.jpg,images/317_5.jpg,317,224,224,True,False,True
train,317_6.jpg,images/317_6.jpg,317,224,224,True,False,True
train,318_1.jpg,images/318_1.jpg,318,224,224,True,False,True
train,318_2.jpg,images/318_2.jpg,318,224,224,True,False,True
train,318_3.jpg,images/318_3.jpg,318,224,224,True,False,True
train,318_4.jpg,images/318_4.jpg,318,224,224,True,False,True
train,318_5.jpg,images/318_5.jpg,318,224,224,True,False,True
train,318_6.jpg,images/318_6.jpg,318,224,224,True,False,True
train,319_1.jpg,images/319_1.jpg,319,224,224,True,False,True
train,319_2.jpg,images/319_2.jpg,319,224,224,True,False,True
train,319_3.jpg,images/319_3.jpg,319,224,224,True,False,True
train,319_4.jpg,images/319_4.jpg,319,224,224,True,False,True
train,319_5.jpg,images/319_5.jpg,319,224,224,True,False,True
train,319_6.jpg,images/319_6.jpg,319,224,224,True,False,True
train,320_1.jpg,images/320_1.jpg,320,224,224,True,False,True
train,320_2.jpg,images/320_2.jpg,320,224,224,True,False,True
train,320_3.jpg,images/320_3.jpg,320,224,224,True,False,True
train,320_4.jpg,images/320_4.jpg,320,224,224,True,False,True
train,320_5.jpg,images/320_5.jpg,320,224,224,True,False,True
train,320_6.jpg,images/320_6.jpg,320,224,224,True,False,True
train,321_1.jpg,images/321_1.jpg,321,224,224,True,False,True
train,321_2.jpg,images/321_2.jpg,321,224,224,True,False,True
train,321_3.jpg,images/321_3.jpg,321,224,224,True,False,True
train,321_4.jpg,images/321_4.jpg,321,224,224,True,False,True
train,321_5.jpg,images/321_5.jpg,321,224,224,True,False,True
train,322_1.jpg,images/322_1.jpg,322,224,224,True,False,True
train,322_2.jpg,images/322_2.jpg,322,224,224,True,False,True
train,322_3.jpg,images/322_3.jpg,322,224,224,True,False,True
train,322_4.jpg,images/322_4.jpg,322,224,224,True,False,True
train,322_5.jpg,images/322_5.jpg,322,224,224,True,False,True
train,323_1.jpg,images/323_1.jpg,323,224,224,True,False,True
train,323_2.jpg,images/323_2.jpg,323,224,224,True,False,True
train,324_1.jpg,images/324_1.jpg,324,224,224,True,False,True
train,324_2.jpg,images/324_2.jpg,324,224,224,True,False,True
train,325_1.jpg,images/325_1.jpg,325,224,224,True,False,True
train,325_2.jpg,images/325_2.jpg,325,224,224,True,False,True
train,325_3.jpg,images/325_3.jpg,325,224,224,True,False,True
train,326_1.jpg,images/326_1.jpg,326,224,224,True,False,True
train,326_2.jpg,images/326_2.jpg,326,224,224,True,False,True
train,326_3.jpg,images/326_3.jpg,326,224,224,True,False,True
train,326_4.jpg,images/326_4.jpg,326,224,224,True,False,True
train,327_1.jpg,images/327_1.jpg,327,224,224,True,False,True
train,327_2.jpg,images/327_2.jpg,327,224,224,True,False,True
train,327_3.jpg,images/327_3.jpg,327,224,224,True,False,True
train,327_4.jpg,images/327_4.jpg,327,224,224,True,False,True
train,327_5.jpg,images/327_5.jpg,327,224,224,True,False,True
test,328_1.jpg,images/328_1.jpg,328,224,224,True,False,True
test,328_2.jpg,images/328_2.jpg,328,224,224,True,False,True
test,328_3.jpg,images/328_3.jpg,328,224,224,True,False,True
test,328_4.jpg,images/328_4.jpg,328,224,224,True,False,True
test,328_5.jpg,images/328_5.jpg,328,224,224,True,False,True
test,328_6.jpg,images/328_6.jpg,328,224,224,True,False,True
train,329_1.jpg,images/329_1.jpg,329,224,224,True,False,True
train,329_2.jpg,images/329_2.jpg,329,224,224,True,False,True
train,329_3.jpg,images/329_3.jpg,329,224,224,True,False,True
train,330_1.jpg,images/330_1.jpg,330,224,224,True,False,True
train,330_2.jpg,images/330_2.jpg,330,224,224,True,False,True
train,330_3.jpg,images/330_3.jpg,330,224,224,True,False,True
train,330_4.jpg,images/330_4.jpg,330,224,224,True,False,True
train,331_1.jpg,images/331_1.jpg,331,224,224,True,False,True
train,331_2.jpg,images/331_2.jpg,331,224,224,True,False,True
train,331_3.jpg,images/331_3.jpg,331,224,224,True,False,True
train,331_4.jpg,images/331_4.jpg,331,224,224,True,False,True
train,331_5.jpg,images/331_5.jpg,331,224,224,True,False,True
train,332_1.jpg,images/332_1.jpg,332,224,224,True,False,True
train,332_2.jpg,images/332_2.jpg,332,224,224,True,False,True
train,332_3.jpg,images/332_3.jpg,332,224,224,True,False,True
train,333_1.jpg,images/333_1.jpg,333,224,224,True,False,True
train,333_2.jpg,images/333_2.jpg,333,224,224,True,False,True
train,333_3.jpg,images/333_3.jpg,333,224,224,True,False,True
train,333_4.jpg,images/333_4.jpg,333,224,224,True,False,True
train,333_5.jpg,images/333_5.jpg,333,224,224,True,False,True
train,333_6.jpg,images/333_6.jpg,333,224,224,True,False,True
train,334_1.jpg,images/334_1.jpg,334,224,224,True,False,True
train,334_2.jpg,images/334_2.jpg,334,224,224,True,False,True
train,334_3.jpg,images/334_3.jpg,334,224,224,True,False,True
train,334_4.jpg,images/334_4.jpg,334,224,224,True,False,True
train,334_5.jpg,images/334_5.jpg,334,224,224,True,False,True
train,334_6.jpg,images/334_6.jpg,334,224,224,True,False,True
train,334_7.jpg,images/334_7.jpg,334,224,224,True,False,True
train,334_8.jpg,images/334_8.jpg,334,224,224,True,False,True
train,334_9.jpg,images/334_9.jpg,334,224,224,True,False,True
train,334_10.jpg,images/334_10.jpg,334,224,224,True,False,True
train,335_1.jpg,images/335_1.jpg,335,224,224,True,False,True
train,335_2.jpg,images/335_2.jpg,335,224,224,True,False,True
train,335_3.jpg,images/335_3.jpg,335,224,224,True,False,True
train,335_4.jpg,images/335_4.jpg,335,224,224,True,False,True
train,335_5.jpg,images/335_5.jpg,335,224,224,True,False,True
train,336_1.jpg,images/336_1.jpg,336,224,224,True,False,True
train,336_2.jpg,images/336_2.jpg,336,224,224,True,False,True
train,336_3.jpg,images/336_3.jpg,336,224,224,True,False,True
train,336_4.jpg,images/336_4.jpg,336,224,224,True,False,True
train,336_5.jpg,images/336_5.jpg,336,224,224,True,False,True
train,336_6.jpg,images/336_6.jpg,336,224,224,True,False,True
train,337_1.jpg,images/337_1.jpg,337,224,224,True,False,True
train,337_2.jpg,images/337_2.jpg,337,224,224,True,False,True
train,337_3.jpg,images/337_3.jpg,337,224,224,True,False,True
train,337_4.jpg,images/337_4.jpg,337,224,224,True,False,True
train,337_5.jpg,images/337_5.jpg,337,224,224,True,False,True
train,337_6.jpg,images/337_6.jpg,337,224,224,True,False,True
train,337_7.jpg,images/337_7.jpg,337,224,224,True,False,True
train,337_8.jpg,images/337_8.jpg,337,224,224,True,False,True
train,338_1.jpg,images/338_1.jpg,338,224,224,True,False,True
train,338_2.jpg,images/338_2.jpg,338,224,224,True,False,True
train,338_3.jpg,images/338_3.jpg,338,224,224,True,False,True
train,339_1.jpg,images/339_1.jpg,339,224,224,True,False,True
train,339_2.jpg,images/339_2.jpg,339,224,224,True,False,True
train,339_3.jpg,images/339_3.jpg,339,224,224,True,False,True
train,339_4.jpg,images/339_4.jpg,339,224,224,True,False,True
train,339_5.jpg,images/339_5.jpg,339,224,224,True,False,True
train,340_1.jpg,images/340_1.jpg,340,224,224,True,False,True
train,340_2.jpg,images/340_2.jpg,340,224,224,True,False,True
train,340_3.jpg,images/340_3.jpg,340,224,224,True,False,True
train,340_4.jpg,images/340_4.jpg,340,224,224,True,False,True
train,340_5.jpg,images/340_5.jpg,340,224,224,True,False,True
train,340_6.jpg,images/340_6.jpg,340,224,224,True,False,True
test,341_1.jpg,images/341_1.jpg,341,224,224,True,False,True
test,341_2.jpg,images/341_2.jpg,341,224,224,True,False,True
test,341_3.jpg,images/341_3.jpg,341,224,224,True,False,True
test,341_4.jpg,images/341_4.jpg,341,224,224,True,False,True
